record_id,application_start_date,product_type,application_complete_date,policy_number,purchase_status,application_approval_decision_date,application_approval_decision,policy_purchase_date,user_age,user_gender,user_income,premium_class,policy_length_years,policy_coverage_amount,policy_monthly_premiums,lead_source
13820122897,2023-06-22 11:32,Term Life,,,,,,,48,M,,,,,539.81,Google Paid
13819995027,2023-06-22 11:18,Term Life,2023-06-22,1559377,Pending,2023-06-22,Approved,,30,F,80000,Non-Tobacco User,30,275000,20.74,Direct
13819693700,2023-06-22 10:53,Critical Illness,,,,,,,26,M,,,,,30.13,Google Paid
13819679514,2023-06-22 10:47,Term Life,2023-06-22,1559373,Purchased,2023-06-22,Approved,2023-06-22,39,F,73000,Non-Tobacco User,20,650000,39.73,Facebook Paid
13819650483,2023-06-22 10:42,Term Life,,,,,,,35,M,,,,,23.83,Direct
13819676281,2023-06-22 10:26,Term Life,,,,,,,43,M,,,,,20.59,Affiliate
13819351621,2023-06-22 10:10,Term Life,2023-06-22,1559371,Application declined,2023-07-07,Declined,,39,M,200000,Non-Tobacco User,25,1000000,117.11,Affiliate
13819226800,2023-06-22 9:43,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13819300471,2023-06-22 9:26,Term Life,2023-06-22,1559369,Customer declined,2023-06-22,Approved,,39,M,70000,Non-Tobacco User,20,500000,42.06,Google Paid
13818032755,2023-06-22 9:16,Term Life,,,,,,,46,F,,,,,31.6,Facebook Paid
13817830312,2023-06-22 8:50,Term Life,,,,,,,42,M,,,,,34.94,Facebook Paid
13816928773,2023-06-22 7:16,Term Life,,,,,,,55,M,,,,,52.52,SEO
13816812888,2023-06-22 6:42,Term Life,2023-06-22,1559367,Customer declined,,Application cancelled,,43,F,75000,Non-Tobacco User,20,500000,43.64,Facebook Paid
13816727573,2023-06-22 6:38,Term Life,2023-06-22,1559365,Pending,2023-06-22,Approved,,41,F,60000,Non-Tobacco User,30,150000,27.38,Facebook Paid
13816603401,2023-06-22 6:14,Term Life,2023-06-22,1559363,Application declined,2023-07-10,Declined,,49,F,80000,Non-Tobacco User,10,1000000,75.17,Affiliate
13816384174,2023-06-22 5:33,Term Life,,,,,,,37,F,,,,,72.56,SEO
13814951992,2023-06-22 4:17,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13813140511,2023-06-22 2:49,Critical Illness,2023-06-22,1559360,Pending,2023-06-22,Approved,,38,M,120000,Tobacco User,30,25000,49.82,Facebook Paid
13813139785,2023-06-22 2:40,Critical Illness,2023-06-22,1559361,Customer declined,2023-06-22,Approved,,37,F,70000,Non-Tobacco User,30,25000,22.49,Facebook Paid
13812931873,2023-06-22 1:58,Term Life,,,,,,,36,M,,,,,118.31,Organic Social
13812863553,2023-06-22 1:51,Term Life,,,,,,,33,F,,,,,101.87,Google Paid
13812767561,2023-06-22 1:31,Term Life,,,,,,,41,F,,,,,153.94,Google Paid
13812789062,2023-06-22 1:23,Term Life,2023-06-22,1559359,Pending,2023-07-05,Approved,,34,F,60000,Non-Tobacco User,30,500000,41.01,Friend or Family
13812603464,2023-06-22 0:42,Term Life,,,,,,,39,M,,,,,44.71,Direct
13812567618,2023-06-22 0:35,Term Life,,,,,,,65,F,,,,,175.28,SEO
13812512805,2023-06-22 0:16,Term Life,2023-06-22,1559355,Customer declined,2023-06-22,Approved,,35,M,60000,Non-Tobacco User,20,500000,31.46,Online Community
13812473126,2023-06-22 0:08,Term Life,2023-06-22,1559357,Customer declined,2023-06-22,Approved,,35,F,90000,Non-Tobacco User,20,500000,23.57,Online Community
13812492916,2023-06-21 23:57,Term Life,,,,,,,37,F,,,,,19.16,Affiliate
13812478756,2023-06-21 23:50,Term Life,2023-06-22,1559353,Pending,,In Progress,,38,F,100000,Tobacco User,20,600000,88.94,Facebook Paid
13811950409,2023-06-21 23:47,Term Life,,,,,,,46,F,,,,,56.39,Facebook Paid
13812420496,2023-06-21 23:26,Term Life,,,,,,,60,M,,,,,190.23,Facebook Paid
13811910766,2023-06-21 22:37,Term Life,,,,,,,51,F,,,,,43.63,Facebook Paid
13811701825,2023-06-21 22:20,Term Life,2023-06-21,1559351,Pending,2023-06-21,Approved,,33,M,100000,Non-Tobacco User,30,1000000,95.94,Google Paid
13811714089,2023-06-21 21:49,Term Life,,,,,,,36,M,,,,,72.74,SEO
13811605781,2023-06-21 21:35,Term Life,,,,,,,58,M,,,,,98.9,Google Paid
13811469846,2023-06-21 21:19,Term Life,2023-06-21,1559347,Pending,2023-06-21,Approved,,34,F,140000,Non-Tobacco User,15,700000,26.42,Affiliate
13811319364,2023-06-21 21:04,Term Life,2023-06-21,1559345,Application declined,2023-06-21,Declined,,29,F,53000,Non-Tobacco User,20,300000,15.08,Google Paid
13810302106,2023-06-21 20:18,Term Life,2023-06-21,1559349,Application declined,2023-06-21,Declined,,35,M,90000,Non-Tobacco User,15,700000,36.82,Affiliate
13810257014,2023-06-21 20:03,Term Life,,,,,,,42,M,,,,,241.72,Affiliate
13811000418,2023-06-21 19:54,Term Life,,,,,,,42,M,,,,,241.72,Affiliate
13811052348,2023-06-21 19:36,Term Life,,,,,,,54,M,,,,,73.4,SEO
13809954459,2023-06-21 19:02,Term Life,2023-06-21,1559341,Pending,2023-06-21,Approved,,33,M,130000,Non-Tobacco User,30,1100000,105.08,Facebook Paid
13810903144,2023-06-21 18:51,Term Life,2023-06-21,1559343,Pending,,In Progress,,31,F,95000,Non-Tobacco User,30,1100000,68.73,Facebook Paid
13810809194,2023-06-21 18:40,Term Life,,,,,,,53,F,,,,,58.83,Facebook Paid
13809874449,2023-06-21 18:33,Term Life,,,,,,,31,F,,,,,66.33,Google Paid
13809615765,2023-06-21 18:01,Term Life,2023-06-21,1559337,Customer declined,2023-06-21,Approved,,30,F,70000,Non-Tobacco User,30,1700000,97.91,Online Community
13809878609,2023-06-21 17:59,Term Life,,,,,,,68,F,,,,,79.47,Facebook Paid
13809612836,2023-06-21 17:39,Term Life,2023-06-21,1559335,Customer declined,,Application cancelled,,48,F,65000,Non-Tobacco User,15,250000,33.97,Facebook Paid
13809629991,2023-06-21 17:20,Term Life,2023-06-21,1559339,Customer declined,2023-06-22,Approved,,30,M,90000,Non-Tobacco User,30,1700000,134.49,Online Community
13809661855,2023-06-21 17:13,Term Life,,,,,,,46,M,,,,,65.31,Google Paid
13809256027,2023-06-21 16:54,Term Life,,,,,,,37,F,,,,,16.02,Facebook Paid
13809299360,2023-06-21 16:49,Term Life,,,,,,,54,F,75000,,,,150.3,Google Paid
13809269907,2023-06-21 16:49,Term Life,,,,,,,55,M,,,,,119.92,Facebook Paid
13808674991,2023-06-21 15:22,Term Life,,,,,,,28,F,38000,,,,29.99,Google Paid
13808730985,2023-06-21 15:22,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13808712861,2023-06-21 15:20,Term Life,2023-06-21,1559329,Pending,2023-06-21,Approved,,43,M,112000,Non-Tobacco User,10,1000000,63.61,Facebook Paid
13808674658,2023-06-21 15:20,Term Life,2023-06-21,1559331,Customer declined,2023-06-21,Approved,,41,F,92000,Non-Tobacco User,10,1000000,37.98,Facebook Paid
13808719028,2023-06-21 15:19,Term Life,2023-06-21,1559326,Pending,,In Progress,,44,M,31000,Non-Tobacco User,15,300000,36.24,Affiliate
13808511026,2023-06-21 15:19,Term Life,,,,,,,51,F,100000,,,,75.12,Affiliate
13808457732,2023-06-21 14:49,Term Life,2023-06-21,1559332,Customer declined,,Application cancelled,,46,M,80000,Non-Tobacco User,15,300000,44.52,SEO
13808335751,2023-06-21 14:26,Critical Illness,2023-06-21,1559325,Pending,,In Progress,,49,M,85000,Non-Tobacco User,20,50000,70.74,SEO
13808315975,2023-06-21 14:24,Term Life,2023-06-21,1559321,Application declined,2023-07-11,Declined,,34,F,100000,Non-Tobacco User,25,500000,32.03,SEO
13808127360,2023-06-21 14:10,Term Life,,,,,,,61,M,119000,,,,75.02,Mortgage
13807996445,2023-06-21 14:05,Term Life,2023-06-21,1559327,Pending,2023-06-27,Approved,,40,F,46000,Non-Tobacco User,15,300000,20.24,Affiliate
13808036386,2023-06-21 14:01,Term Life,2023-06-21,1559323,Pending,2023-06-21,Approved,,40,M,140000,Non-Tobacco User,25,500000,66.74,SEO
13808062857,2023-06-21 13:53,Term Life,2023-06-21,1559324,Application declined,2023-07-12,Declined,,54,M,92000,Non-Tobacco User,10,500000,101.1,Affiliate
13808001674,2023-06-21 13:51,Term Life,,,,,,,65,F,,,,,148.72,Direct
13808164245,2023-06-21 13:49,Term Life,,,,,,,38,F,,,,,111.77,Affiliate
13806582159,2023-06-21 12:46,Term Life,,,,,,,33,F,,,,,25.89,Google Paid
13807633319,2023-06-21 12:43,Term Life,2023-06-21,1559313,Customer declined,,Application cancelled,,53,F,110000,Tobacco User,10,250000,83.94,Facebook Paid
13806535245,2023-06-21 12:39,Term Life,2023-06-21,1559318,Application declined,2023-06-21,Declined,,28,M,100000,Non-Tobacco User,30,500000,41.35,SEO
13806511213,2023-06-21 12:36,Term Life,2023-06-21,1559319,Purchased,2023-07-25,Approved,2023-07-25,61,F,75000,Non-Tobacco User,10,100000,54.52,Affiliate
13805694599,2023-06-21 12:02,Term Life,2023-06-21,1559315,Customer declined,,Application cancelled,,55,M,100000,Non-Tobacco User,10,250000,60.64,Facebook Paid
13805548207,2023-06-21 11:49,Term Life,2023-06-21,1559312,Pending,2023-07-05,Approved,,67,M,56000,Non-Tobacco User,10,325000,294.24,SEO
13805286951,2023-06-21 11:19,Term Life,2023-06-21,1559310,Customer declined,,Application cancelled,,43,F,49500,Non-Tobacco User,30,500000,90.41,SEO
13805162931,2023-06-21 11:11,Term Life,2023-06-21,1559305,Pending,2023-06-21,Approved,,33,F,130000,Non-Tobacco User,30,250000,22.32,Affiliate
13805097611,2023-06-21 11:06,Term Life,2023-06-21,1559308,Purchased,2023-06-21,Approved,2023-06-21,41,F,54600,Non-Tobacco User,30,500000,74.06,Affiliate
13805161234,2023-06-21 10:55,Term Life,2023-06-21,1559303,Pending,2023-06-21,Approved,,34,F,50000,Non-Tobacco User,30,400000,49.72,Affiliate
13805136801,2023-06-21 10:54,Term Life,2023-06-21,1559307,Pending,2023-06-21,Approved,,40,M,103000,Non-Tobacco User,30,250000,48.45,Affiliate
13804963468,2023-06-21 10:42,Term Life,,,,,,,37,F,,,,,20.38,Direct
13804839825,2023-06-21 10:07,Term Life,2023-06-21,1559302,Application declined,2023-07-06,Declined,,40,M,40000,Non-Tobacco User,20,325000,32.84,Facebook Paid
13804644725,2023-06-21 9:50,Term Life,2023-06-21,1559298,Customer declined,2023-06-21,Approved,,28,F,0,Non-Tobacco User,20,1000000,36.38,Google Paid
13804707997,2023-06-21 9:42,Term Life,2023-06-21,1559300,Pending,2023-06-21,Approved,,35,M,125000,Non-Tobacco User,20,1000000,56,Google Paid
13804484129,2023-06-21 9:09,Term Life,,,,,,,33,M,,,,,77.22,Google Paid
13804352693,2023-06-21 8:47,Term Life,,,,,,,44,F,,,,,79.43,SEO
13804320307,2023-06-21 8:45,Term Life,2023-06-21,1559296,Pending,,In Progress,,49,F,120000,Non-Tobacco User,15,300000,43.99,Affiliate
13804131625,2023-06-21 8:30,Term Life,,,,,,,72,F,,,,,155.49,Direct
13802527087,2023-06-21 5:13,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13801127012,2023-06-21 3:27,Term Life,,,,,,,32,F,,,,,39.66,Google Paid
13801560079,2023-06-21 3:19,Term Life,,,,,,,36,M,,,,,85.49,Facebook Paid
13800766494,2023-06-21 2:05,Term Life,2023-06-21,1559295,Pending,,In Progress,,46,M,86000,Non-Tobacco User,25,500000,119.38,Facebook Paid
13799978005,2023-06-21 1:58,Term Life,2023-06-21,1559289,Pending,2023-06-21,Approved,,46,F,25000,Non-Tobacco User,20,425000,52.38,Facebook Paid
13800688963,2023-06-21 1:47,Term Life,2023-06-21,1559291,Pending,2023-06-21,Approved,,49,M,40000,Non-Tobacco User,20,500000,107.75,Facebook Paid
13799929230,2023-06-21 1:26,Term Life,2023-06-21,1559292,Application declined,2023-06-21,Declined,,40,F,0,Non-Tobacco User,30,100000,17.99,Facebook Paid
13799787600,2023-06-21 0:54,Term Life,2023-06-21,1559287,Customer declined,,Application cancelled,,46,F,50000,Non-Tobacco User,20,350000,43.93,Facebook Paid
13800278538,2023-06-20 23:49,Term Life,2023-06-21,1559285,Customer declined,2023-06-21,Approved,,40,M,90000,Non-Tobacco User,20,600000,52.76,SEO
13800215811,2023-06-20 23:46,Term Life,2023-06-21,1559283,Purchased,2023-06-21,Approved,2023-06-21,44,M,75000,Non-Tobacco User,10,500000,37.62,SEO
13800223082,2023-06-20 23:19,Term Life,2023-06-21,1559281,Pending,2023-07-05,Approved,,41,M,90000,Non-Tobacco User,10,500000,41.76,Facebook Paid
13799486101,2023-06-20 23:05,Term Life,2023-06-21,1559275,Application declined,2023-06-20,Declined,,46,M,60000,Tobacco User,15,300000,123.82,SEO
13799411021,2023-06-20 23:05,Term Life,,,,,,,68,F,,,,,228.39,Facebook Paid
13800128802,2023-06-20 22:57,Term Life,2023-06-21,1559279,Pending,2023-06-22,Approved,,47,F,65000,Non-Tobacco User,10,500000,34.57,Facebook Paid
13799366969,2023-06-20 22:45,Term Life,,,,,,,64,F,54000,,,,104.93,Facebook Paid
13800114561,2023-06-20 22:34,Critical Illness,,,,,,,50,F,,,,,35.3,Affiliate
13799365637,2023-06-20 22:28,Term Life,,,,,,,46,M,,,,,117.25,Facebook Paid
13800110620,2023-06-20 22:27,Term Life,,,,,,,39,M,,,,,10.25,Affiliate
13799390772,2023-06-20 22:17,Term Life,,,,,,,35,F,,,,,47.64,Facebook Paid
13799208747,2023-06-20 21:17,Term Life,2023-06-20,1559272,Pending,2023-06-20,Approved,,30,M,120000,Non-Tobacco User,15,1000000,47.4,Online Community
13799181466,2023-06-20 21:08,Term Life,,,,,,,40,F,,,,,54.8,Affiliate
13799036191,2023-06-20 21:07,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13799181391,2023-06-20 21:07,Term Life,2023-06-21,1559273,Purchased,2023-07-19,Approved,2023-07-21,46,F,95000,Non-Tobacco User,20,300000,38.29,Mortgage
13798805377,2023-06-20 20:03,Term Life,,,,,,,45,F,,,,,38.29,Mortgage
13797931392,2023-06-20 19:59,Term Life,2023-06-21,1559277,Customer declined,,Application cancelled,,45,F,60000,Non-Tobacco User,15,300000,27.47,SEO
13797782912,2023-06-20 19:44,Term Life,2023-06-20,1559267,Purchased,2023-06-20,Approved,2023-07-02,31,F,87000,Non-Tobacco User,20,1000000,37.93,Facebook Paid
13798811808,2023-06-20 19:36,Term Life,2023-06-20,1559269,Purchased,2023-06-20,Approved,2023-07-02,31,M,70000,Non-Tobacco User,20,1000000,54.09,Facebook Paid
13797742389,2023-06-20 19:28,Critical Illness,2023-06-20,1559270,Pending,,In Progress,,31,M,75000,Tobacco User,20,100000,55.35,Youtube
13797776938,2023-06-20 19:28,Term Life,,,,,,,64,F,25000,,,,158.51,Affiliate
13797717513,2023-06-20 19:14,Term Life,2023-06-20,1559265,Pending,2023-06-21,Approved,,29,F,65000,Non-Tobacco User,15,1000000,32.03,Affiliate
13797716776,2023-06-20 19:07,Term Life,2023-07-13,1560453,Customer declined,,Application cancelled,,34,M,96000,Non-Tobacco User,30,750000,78.11,SEO
13797471115,2023-06-20 18:47,Term Life,2023-06-20,1559263,Pending,2023-06-20,Approved,,52,M,85000,Non-Tobacco User,15,500000,127.15,Facebook Paid
13797541980,2023-06-20 18:24,Term Life,,,,,,,44,F,,,,,26.02,Facebook Paid
13797460020,2023-06-20 18:18,Term Life,,,,,,,32,M,160000,,,,64.02,Organic Social
13796985192,2023-06-20 18:07,Term Life,2023-06-20,1559261,Pending,2023-06-20,Approved,,36,M,72000,Non-Tobacco User,10,500000,21.76,Google Paid
13797417801,2023-06-20 17:58,Term Life,2023-06-20,1559259,Customer declined,2023-06-20,Approved,,31,F,67000,Non-Tobacco User,10,500000,14.79,Google Paid
13796569150,2023-06-20 16:56,Term Life,,,,,,,32,F,75000,,,,36.88,Google Paid
13796437880,2023-06-20 16:30,Term Life,2023-06-20,1559257,Customer declined,,Application cancelled,,71,F,65000,Non-Tobacco User,10,100000,126.46,Facebook Paid
13796472759,2023-06-20 16:22,Term Life,,,,,,,36,F,,,,,94.21,Google Paid
13796243361,2023-06-20 15:47,Term Life,2023-06-20,1559255,Pending,2023-06-21,Approved,,36,F,50000,Non-Tobacco User,20,300000,17.93,Google Paid
13796345266,2023-06-20 15:46,Term Life,2023-06-20,1559251,Purchased,2023-06-28,Approved,2023-06-29,37,F,55000,Non-Tobacco User,20,650000,34.51,Facebook Paid
13796149593,2023-06-20 15:35,Term Life,2023-06-20,1559253,Purchased,2023-06-20,Approved,2023-06-20,34,M,93000,Non-Tobacco User,20,650000,39.21,Facebook Paid
13796220963,2023-06-20 15:29,Term Life,2023-06-20,1559249,Pending,2023-06-20,Approved,,36,M,65000,Non-Tobacco User,30,100000,28.28,SEO
13796191017,2023-06-20 15:26,Term Life,,,,,,,29,M,,,,,78.55,Direct
13796225558,2023-06-20 15:24,Term Life,2023-06-20,1559247,Purchased,2023-06-22,Approved,2023-06-23,39,M,110000,Non-Tobacco User,30,350000,61.4,SEO
13795956363,2023-06-20 14:37,Term Life,,,,,,,41,F,21000,,,,29.34,Google Paid
13795337767,2023-06-20 14:28,Term Life,2023-06-20,1559246,Purchased,2023-06-22,Approved,2023-06-26,39,M,110000,Non-Tobacco User,20,450000,41.02,Affiliate
13795307928,2023-06-20 14:15,Term Life,2023-06-20,1559241,Pending,2023-06-20,Approved,,30,M,0,Non-Tobacco User,30,200000,37.23,Google Paid
13795299123,2023-06-20 14:13,Term Life,2023-06-20,1559245,Purchased,2023-06-22,Approved,2023-06-26,39,M,110000,Non-Tobacco User,10,600000,29.55,Affiliate
13795249069,2023-06-20 13:32,Term Life,,,,,,,35,F,20200,,,,67.36,Affiliate
13795005622,2023-06-20 13:30,Term Life,2023-06-20,1559238,Purchased,2023-06-20,Approved,2023-06-20,50,M,350000,Non-Tobacco User,15,250000,56.84,Google Paid
13795035530,2023-06-20 13:28,Term Life,2023-06-20,1559244,Customer declined,,Application cancelled,,41,F,24000,Non-Tobacco User,30,200000,35,Google Paid
13794999949,2023-06-20 13:18,Term Life,2023-06-20,1559240,Purchased,2023-06-20,Approved,2023-06-20,43,F,25000,Non-Tobacco User,15,250000,21.23,Google Paid
13794943891,2023-06-20 12:55,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13794840403,2023-06-20 12:53,Term Life,,,,,,,41,F,24000,,,,35,Google Paid
13794671654,2023-06-20 12:07,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13794142101,2023-06-20 12:03,Critical Illness,,,,,,,41,M,,,,,56.8,Affiliate
13794263590,2023-06-20 11:36,Term Life,,,,,,,35,M,,,,,76.53,Affiliate
13793894792,2023-06-20 11:22,Term Life,2023-06-20,1559236,Customer declined,,Application cancelled,,46,F,95000,Non-Tobacco User,20,300000,38.29,Mortgage
13794012075,2023-06-20 11:00,Term Life,2023-06-20,1559233,Customer declined,2023-06-20,Approved,,32,M,150000,Non-Tobacco User,20,500000,30.68,Friend or Family
13793709086,2023-06-20 10:53,Term Life,2023-06-20,1559232,Purchased,2023-06-20,Approved,2023-06-20,29,M,4000,Non-Tobacco User,30,150000,18.02,Facebook Paid
13793624743,2023-06-20 10:46,Term Life,,,,,,,72,F,,,,,184.52,Direct
13793418774,2023-06-20 10:10,Term Life,,,,,,,34,F,,,,,76.66,Direct
13793462543,2023-06-20 9:42,Term Life,2023-06-20,1559230,Pending,,In Progress,,40,F,14400,Non-Tobacco User,30,100000,17.99,Facebook Paid
13793302041,2023-06-20 9:37,Term Life,,,,,,,38,F,,,,,17.89,Google Paid
13793200237,2023-06-20 9:31,Term Life,2023-06-20,1559228,Customer declined,,Application cancelled,,55,M,125000,Non-Tobacco User,15,500000,170.01,Facebook Paid
13793239982,2023-06-20 9:28,Term Life,,,,,,,55,M,,,,,170.01,Direct
13793199653,2023-06-20 9:24,Term Life,,,,,,,46,M,,,,,20.76,Facebook Paid
13793032713,2023-06-20 8:24,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13792339569,2023-06-20 8:07,Term Life,2023-06-20,1559226,Pending,2023-06-20,Approved,,57,F,49000,Tobacco User,15,100000,67.86,Affiliate
13790463255,2023-06-20 4:41,Term Life,,,,,,,70,F,,,,,212.26,Facebook Paid
13789965901,2023-06-20 2:58,Term Life,,,,,,,42,M,,,,,50.13,Google Paid
13789827426,2023-06-20 2:25,Term Life,,,,,,,30,F,75000,,,,24.45,SEO
13790039678,2023-06-20 2:04,Term Life,,,,,,,31,M,65000,,,,34.31,SEO
13789922650,2023-06-20 1:55,Term Life,2023-06-20,1559225,Customer declined,,Application cancelled,,53,M,64500,Non-Tobacco User,20,350000,138.32,Google Paid
13789821308,2023-06-20 1:22,Term Life,,,,,,,64,M,,,,,196.21,Facebook Paid
13789821030,2023-06-20 1:18,Term Life,2023-06-20,1559223,Pending,,In Progress,,47,M,45000,Tobacco User,15,100000,50.11,SEO
13789840735,2023-06-20 1:14,Term Life,,,,,,,63,M,,,,,182.08,Facebook Paid
13789832542,2023-06-20 1:11,Term Life,2023-07-02,1559904,Application declined,2023-07-02,Declined,,55,M,60000,Tobacco User,15,200000,206.43,Facebook Paid
13789426220,2023-06-20 0:22,Term Life,2023-06-20,1559219,Customer declined,2023-06-20,Approved,,40,M,30000,Non-Tobacco User,30,500000,87.82,Facebook Paid
13789375764,2023-06-20 0:01,Term Life,2023-06-20,1559215,Customer declined,,Application cancelled,,68,F,0,Non-Tobacco User,15,100000,116.45,Google Paid
13789445805,2023-06-19 23:20,Term Life,2023-06-20,1559221,Customer declined,2023-06-20,Approved,,40,F,70000,Non-Tobacco User,30,500000,65.88,Facebook Paid
13789336112,2023-06-19 22:59,Term Life,2023-06-20,1559209,Pending,,In Progress,,62,M,24000,Non-Tobacco User,15,100000,86.23,SEO
13789096598,2023-06-19 22:41,Term Life,2023-06-20,1559213,Pending,2023-07-24,Approved,,38,F,36000,Non-Tobacco User,25,250000,55.04,Friend or Family
13789265986,2023-06-19 22:16,Term Life,2023-06-20,1559205,Customer declined,2023-06-19,Approved,,31,F,87000,Non-Tobacco User,25,750000,41.93,Facebook Paid
13789207223,2023-06-19 22:08,Term Life,2023-06-20,1559206,Customer declined,,Application cancelled,,31,M,70000,Non-Tobacco User,25,750000,57.37,Facebook Paid
13789143205,2023-06-19 21:43,Term Life,,,,,,,37,M,,,,,85.93,Direct
13788166282,2023-06-19 21:28,Term Life,2023-06-20,1559203,Customer declined,,Application cancelled,,55,M,90000,Non-Tobacco User,10,100000,28.51,Facebook Paid
13785873808,2023-06-19 21:09,Term Life,2023-06-20,1559201,Pending,2023-06-19,Approved,,38,F,65000,Tobacco User,15,150000,23.53,Google Paid
13788154400,2023-06-19 20:29,Term Life,2023-06-20,1559197,Pending,2023-06-19,Approved,,32,F,45000,Non-Tobacco User,20,1000000,38.79,Direct
13785342276,2023-06-19 19:20,Term Life,2023-06-24,1559503,Application declined,2023-06-24,Declined,,25,M,60000,Non-Tobacco User,10,1000000,36.09,Direct
13785751333,2023-06-19 19:14,Term Life,,,,,,,36,F,36000,,,,72.56,Direct
13785332145,2023-06-19 19:01,Term Life,,,,,,,39,M,105000,,,,54.15,Direct
13785255079,2023-06-19 18:44,Term Life,,,,,,,48,F,,,,,29.87,Google Paid
13785089367,2023-06-19 18:40,Term Life,2023-06-19,1559193,Customer declined,2023-06-19,Approved,,29,F,80000,Non-Tobacco User,30,1500000,82.53,Google Paid
13785569076,2023-06-19 18:39,Term Life,,,,,,,39,F,,,,,43.99,Google Paid
13785106197,2023-06-19 18:24,Term Life,,,,,,,53,M,,,,,87.65,Affiliate
13785548645,2023-06-19 18:17,Term Life,2023-06-19,1559195,Customer declined,2023-06-19,Approved,,30,M,150000,Non-Tobacco User,30,1500000,119.2,Google Paid
13785171536,2023-06-19 18:08,Term Life,2023-06-19,1559189,Customer declined,,Application cancelled,,37,M,100000,Tobacco User,10,1000000,96.92,Friend or Family
13785469061,2023-06-19 17:57,Term Life,2023-06-23,1559429,Customer declined,,Application cancelled,,68,M,100000,Non-Tobacco User,10,100000,115.82,SEO
13785169743,2023-06-19 17:54,Term Life,,,,,,,28,F,,,,,27.51,Affiliate
13785154054,2023-06-19 17:53,Term Life,2023-06-19,1559190,Customer declined,,Application cancelled,,62,F,119000,Non-Tobacco User,15,200000,117.8,Affiliate
13785208742,2023-06-19 17:47,Term Life,2023-06-20,1559198,Pending,2023-06-19,Approved,,36,M,85000,Non-Tobacco User,20,1000000,66.54,Direct
13785388115,2023-06-19 17:40,Term Life,,,,,,,37,M,,,,,143.09,SEO
13785141628,2023-06-19 17:37,Term Life,,,,,,,74,F,,,,,242.57,Direct
13784773384,2023-06-19 17:17,Term Life,2023-06-19,1559184,Customer declined,,Application cancelled,,34,F,280000,Non-Tobacco User,30,3000000,208.28,Direct
13784966178,2023-06-19 17:17,Critical Illness,2023-06-19,1559187,Purchased,2023-06-19,Approved,2023-06-20,38,F,80000,Tobacco User,20,100000,99.52,SEO
13785028157,2023-06-19 17:08,Term Life,,,,,,,61,M,,,,,205.18,SEO
13785412096,2023-06-19 17:04,Term Life,2023-06-19,1559185,Customer declined,,Application cancelled,,34,M,250000,Non-Tobacco User,30,3000000,288.82,Direct
13784841116,2023-06-19 17:03,Term Life,2023-06-19,1559182,Pending,2023-06-21,Approved,,27,F,0,Non-Tobacco User,20,500000,20.64,Google Paid
13784719789,2023-06-19 16:45,Term Life,2023-06-20,1559217,Customer declined,,Application cancelled,,70,M,20000,Non-Tobacco User,15,100000,209.44,Google Paid
13784560401,2023-06-19 16:24,Term Life,,,,,,,38,F,,,,,8.35,Direct
13784750344,2023-06-19 16:22,Term Life,2023-06-19,1559180,Application declined,2023-06-19,Declined,,43,M,120000,Non-Tobacco User,25,1000000,171.27,Affiliate
13784677290,2023-06-19 16:21,Term Life,2023-06-19,1559179,Purchased,2023-06-20,Approved,2023-06-21,27,F,1156,Non-Tobacco User,30,100000,10.02,Google Paid
13784488965,2023-06-19 16:18,Term Life,2023-06-19,1559177,Customer declined,,Application cancelled,,65,M,270000,Tobacco User,10,200000,379.62,Facebook Paid
13784383601,2023-06-19 16:16,Term Life,2023-06-19,1559175,Customer declined,,Application cancelled,,45,F,43000,Non-Tobacco User,20,250000,29.31,Facebook Paid
13784451643,2023-06-19 16:16,Term Life,,,,,,,35,M,,,,,1359.59,Google Paid
13784295488,2023-06-19 16:15,Term Life,2023-06-19,1559171,Application declined,2023-07-20,Declined,,50,F,12000,Non-Tobacco User,15,500000,64.74,Facebook Paid
13784142259,2023-06-19 16:15,Term Life,2023-06-19,1559173,Customer declined,,Application cancelled,,52,M,120000,Non-Tobacco User,15,500000,127.15,Facebook Paid
13784077471,2023-06-19 16:14,Term Life,2023-06-19,1559164,Purchased,2023-06-19,Approved,2023-06-28,27,F,85000,Non-Tobacco User,10,350000,11.44,Mortgage
13784301168,2023-06-19 16:14,Term Life,2023-06-19,1559165,Purchased,2023-06-20,Approved,2023-06-28,31,M,96000,Non-Tobacco User,10,350000,16.26,Mortgage
13784113192,2023-06-19 16:13,Term Life,,,,,,,47,M,70000,,,,31.4,Google Paid
13784314748,2023-06-19 16:13,Critical Illness,,,,,,,28,F,,,,,24.97,Direct
13784273167,2023-06-19 16:12,Term Life,2023-06-19,1559167,Pending,2023-06-19,Approved,,32,M,45000,Non-Tobacco User,30,1000000,90.94,Friend or Family
13784350126,2023-06-19 16:12,Term Life,2023-06-19,1559169,Customer declined,2023-06-19,Approved,,28,F,45000,Non-Tobacco User,30,1000000,53.6,Friend or Family
